participant_code,chain_code,generation,treatment_appeal,feedback_message,mix_and_match,mismatch,color_based,shape_based,spread,mix_nutrients,pure_nutrients,spatial,useall,time,blue_prioritize,yellow_prioritize,red_prioritize,less_per_plant,more_per_plant,variation,other,noinfo
kebbq44p,msmg1m4ue_iow52nbfL,2,low_appeal,The field yields a higher output when you always have a red potion and all flowers have a potion,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3hofmmos,pxat8o8cz_iow52nbfL,2,low_appeal,The field yields a higher output when the plus symbol flowers have a blue solution,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
embad5pv,pxat8o8cz_iow52nbfL,2,low_appeal,The field yields a higher output when you have at least 1 blue nutrient on each of the 9 flowers.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ugbwu3u0,pxat8o8cz_iow52nbfL,2,low_appeal,The field yields a higher output when red nutrients are used compared to yellow and blue nutrients,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5lico2iv,q827jyv4x_iow52nbfL,2,low_appeal,The field yields a higher output when you select only the blue nutient for each flower. Use all 16 nutrients so select 2 blue nutrients on some of the flowers to achieve the 16 total.,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
w1q2g8li,q827jyv4x_iow52nbfL,2,low_appeal,The field yields a higher output when you use all blue solutions (7 flower = 2 drops of blue solution; the last 2 flowers = 1 drop of blue solution). This gives you 680-800+ points).  5/6 of these solutions were 2/2/2/2/2/2/2/1/1 in order. The solution shown is a slight variation.,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
zdjtfm55,q827jyv4x_iow52nbfL,2,low_appeal,"The field yields a higher output when You add blue.  ONLY BLUE. Add two blue to seven, and one blue to the last two every round.",0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
8lfa2ech,t1xk22q3b_iow52nbfL,2,low_appeal,"The field yields a higher output when you match the repeating shapes. IE the 3 pluses, the 2 stars. Unsure of the reasoning for the other shapes.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lvhhgn5e,t1xk22q3b_iow52nbfL,2,low_appeal,"The field yields a higher output when all flowers are given blue except the square, and similar shapes are given the same combination. Syllables represent something.",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2pjeiicy,t1xk22q3b_iow52nbfL,2,low_appeal,"The field yields a higher output when you use at least one or two for each plant, however do not give each plant 3.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
q8cnmrw0,winww1z7z_iow52nbfL,2,low_appeal,The field yields a higher output when you add more of the yellow nutrient and less of blue nutrient.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
qxjpgni5,winww1z7z_iow52nbfL,2,low_appeal,The field yields a higher output when less portion is distributed evenly accross the plants.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
hfusql3s,winww1z7z_iow52nbfL,2,low_appeal,The field yields a higher output when you don't mix potions and you use potions of the same colour for the same shapes.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
xjsiwkw8,0u6btckc7_r920kresL,2,low_appeal,"The field yields a higher output when you use a combination of the red and blue nutrients, I got the lowest score using yellow nutrients as base for all plants and a little of other colours. When I used red or blue as base for all plants, the scores were significantly way higher. I would advise using less of yellow overall. Keep the nutrients at ""1"" for each usage. There might be element of luck within too, but The chances are high feeding with either blue or red.",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
uddr06b8,0u6btckc7_r920kresL,2,low_appeal,"The field yields a higher output when you use only 1 of each nutrient. Generally, blue gives a better yield for most plants. This does not mean you need only give one plant a single nutrient, mixing colours is fine.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
rht7vcfk,0u6btckc7_r920kresL,2,low_appeal,The field yields a higher output when blue is selected for all. I tried red as well but blue has hiegher output than yellow. Thanks.,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
rtz1x9cs,18w8ees7o_r920kresL,2,low_appeal,The field yields a higher output when there's a mix of nutrients used and one of the nutrients is red.,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
uj84flj8,18w8ees7o_r920kresL,2,low_appeal,The field yields a higher output when their is at least one red in each of the sections. the other colours do not matter too much and up to you whether you would like to use them all in no particular pattern or use as little.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
chwqcayf,18w8ees7o_r920kresL,2,low_appeal,The field yields a higher output when the central square has atleast one of each colour. Then the outer ring of flowers has atleast one red.,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
mrp0p4kk,2no7usrcu_r920kresL,2,low_appeal,The field yields a higher output when you feed your plant well,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5ydruqyt,2no7usrcu_r920kresL,2,low_appeal,"The field yields a higher output when you feed the plants in a pattern. For example, 2x blue across a diagonal, 2x yellow across the opposite diagonal, then fill the remaning space with red. However, each version of the pattern you do yields a different output, so there is an element of trial and error in terms of which colours to use where.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3ltk5mmf,2no7usrcu_r920kresL,2,low_appeal,"The field yields a higher output when using blue only, keeping a minimum of 1 for each.",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
efhpbyck,3yms1whn8_r920kresL,2,low_appeal,The field yields a higher output when you add a blue potion to every flower rather than red or yellow,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
zy004b2e,3yms1whn8_r920kresL,2,low_appeal,The field yields a higher output when mixing with Blue - have not been able to work out which would mixes better so try combo but always add blue. Leaving blue out gave me lower points on all the rounds without it.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
thwxksgx,3yms1whn8_r920kresL,2,low_appeal,The field yields a higher output when i feed my field with 1 blue nutrient and 1 red nutrient,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
agavsj07,5p4p9nub5_r920kresL,2,low_appeal,The field yields a higher output when the nutrients are spread out. I found no direct single formula to yeild a higher output and found a varied approach the best option.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
na3nx62z,5p4p9nub5_r920kresL,2,low_appeal,The field yields a higher output when I use all 16 nutrients and spread them around as evenly as possible.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
m8d43uxk,5p4p9nub5_r920kresL,2,low_appeal,The field yields a higher output when there are a range of nutrients for each plant. It appears that having more than one of the same nutrient on the bottom three plants has a higher output.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
vqii011q,czy995vgh_r920kresL,2,low_appeal,The field yields a higher output when I spread out all 16 relatively evenly over the field and only select yellow,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4ijaieq9,czy995vgh_r920kresL,2,low_appeal,The field yields a higher output when you use all 16 nutrients in a round and also when you make use of blue and yellow nutrients.,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
xsjp98rt,czy995vgh_r920kresL,2,low_appeal,The field yields a higher output when I don't use any yellow and focus on providing as many plants with one dose of blue and red,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
jgfbmkrl,fek9p7w0j_r920kresL,2,low_appeal,The field yields a higher output when you do the same thing for each pattern.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g8jc040r,fek9p7w0j_r920kresL,2,low_appeal,"The field yields a higher output when using the blue nutrient across all plants, other colours may reduce the output",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
sjnn6eu3,fek9p7w0j_r920kresL,2,low_appeal,"The field yields a higher output when you try and use only 1-2 nutrients per plant. Don't use any less than 13 in total, and have an even spread.",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
zo7rhfbv,iab05dwju_r920kresL,2,low_appeal,"The field yields a higher output when you spread the colour solutions out and have higher numbers, instead of the odd one or two.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
qnbpb71l,iab05dwju_r920kresL,2,low_appeal,"The field yields a higher output when Crosses are Red, Stars are Yellow I can provide that lower output will be achieved when circles are blue and have tested traingles are blue to some succes, Hearts are red .",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9icl39tc,iab05dwju_r920kresL,2,low_appeal,The field yields a higher output when  YOU USE more yellow nutrients,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kl2tydz7,plmighu3z_r920kresL,2,low_appeal,The field yields a higher output when each one is not overfilled. Good to try out different combinations,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
iupkhtj1,plmighu3z_r920kresL,2,low_appeal,The field yields a higher output when you use more yellow nutrient.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gi2thsva,plmighu3z_r920kresL,2,low_appeal,"The field yields a higher output when you switch out strategies every 2/3nd round, It appears yellow works best solo and not paired with any other colours, and red and blue work best paired together without yellow. For the first few rounds I used yellow only, it worked effectively at the beginning yielding 800+ points however steeply dropped to 500, however I was able to get 800+ points again by switching strategy to red and blue only for each field.",0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
aqd6vmcd,qwkawncgn_r920kresL,2,low_appeal,The field yields a higher output when the number of nutrients are spread across all nine of the plants within the same colour.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
q71pvn35,qwkawncgn_r920kresL,2,low_appeal,The field yields a higher output when you first ensure that all plants have at least 1 dose then you begin to alternate the doses in the rest of the plants.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
m33cx3js,qwkawncgn_r920kresL,2,low_appeal,The field yields a higher output when the field is bigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ywxg2gl4,0o9sbfmb3_iow52nbfL,3,low_appeal,The field yields a higher output when you miss at leat one completley and then for a few around1-3 have 1 at least for each colour,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
88ha93mh,0o9sbfmb3_iow52nbfL,3,low_appeal,The field yields a higher output when you use all up the droplets. Some shapes perfrom better with diffrent coours. the cross performed better with yellow,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
a7rlmcom,0o9sbfmb3_iow52nbfL,3,low_appeal,The field yields a higher output when you copy my last setup for every trial.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
akdusaz7,4uv5qga2z_iow52nbfL,3,low_appeal,The field yields a higher output when you choose the blue nutrient as this is the one that increases your score. You can try to evenly distribute the blue nutrient to all flowers or give more of the nutrient to one particular shape of flower.,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
hpa59rb8,4uv5qga2z_iow52nbfL,3,low_appeal,The field yields a higher output when you give the PLUS an even amount of red and blue. Don't leave any flower without at least some nutrients,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5nfhrqlc,4uv5qga2z_iow52nbfL,3,low_appeal,"The field yields a higher output when mostly the blue nutrient is used and spread evenly across the field. It seems that all plants need to be given a nutrient, but not all 16 nutrients need to be used. Blue seems to yield the highest scores, and a combination of red and blue also appears effective.",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
dg0e9144,dpyn89dks_iow52nbfL,3,low_appeal,"The field yields a higher output when you try to input the colors of the nuitrients randomly on different shapes, but concentrate on the red and yellow nutrient. and also you can try as well distributing the colors randomtly as the shapes change in positions.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
bin088wf,dpyn89dks_iow52nbfL,3,low_appeal,The field yields a higher output when you share out the nutrients evenly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oseumwlp,dpyn89dks_iow52nbfL,3,low_appeal,The field yields a higher output when you change the nutrients around the first couple rounds to find what works best for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oxiktbne,g3eqh2ire_iow52nbfL,3,low_appeal,The field yields a higher output when you balance your ratio of distribution across. I focused more on the blue and yellow.,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
ud4pm4z6,g3eqh2ire_iow52nbfL,3,low_appeal,"The field yields a higher output when yellow and blue are used on the top row, red and yellow on the middle row, then one of each colour on the last row.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fhn5ylj1,g3eqh2ire_iow52nbfL,3,low_appeal,"The field yields a higher output when you put one row blue in the top section, one row yellow in the middle section and one row red in the last section. I then used the remaining drops and distributed them evenly. That is what worked best of me.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3s0502kj,hi5b3cmq4_iow52nbfL,3,low_appeal,"The field yields a higher output when around 3 yellow and 3 blue are used on one, and the remaining are distributed throughout the field using either 1 blue or 1 yellow on each crop.",0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
pp8bitr2,hi5b3cmq4_iow52nbfL,3,low_appeal,The field yields a higher output when You use the same colour for each plant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vqa0v4pn,hi5b3cmq4_iow52nbfL,3,low_appeal,The field yields a higher output when you equally split out nutrients. It is likely that blue and yellow nutrients produce an optimum higher yield. Often filling outer plant nutrients yield a higher output,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
4xnxbh8j,msmg1m4ue_iow52nbfL,3,low_appeal,"The field yields a higher output when yellow nutrience is added to each flower. When the remaining three drops of red/blue are added, it boosts the score by hundreds. I found that the most effective use of the drops is to use yellow once per flower, and then try different combinations with the remaining three drops.",0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
g55lfb8r,msmg1m4ue_iow52nbfL,3,low_appeal,"The field yields a higher output when doing one yellow nutrient to all garden plants and using your red nutrients for the remaining amount. You won't be able to do 1 yellow and 1 red since you'll exceed the limit, but as long as you have 1 yellow in each plot you'll get a good yield.",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
tiplyvbq,msmg1m4ue_iow52nbfL,3,low_appeal,The field yields a higher output when blue and red are used on every flower. Points are higher when every flower has a nutrient. Yellow seems to drop the scores majorly.,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0lx4wubx,pxat8o8cz_iow52nbfL,3,low_appeal,"The field yields a higher output when you include blue on all flowers, the other colors i tested red on the cross and found it did not change much.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4u17gpxm,pxat8o8cz_iow52nbfL,3,low_appeal,"The field yields a higher output when each flower has 1 blue nutrient and the flowers with plus symbols have 2 yellow nutrients. I only got a chance to test remaining nutrient once and found that the red nutrient used in the bottom star generated the highest yield, although using it on other flowers may be even higher!",0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
fxejgq5r,pxat8o8cz_iow52nbfL,3,low_appeal,The field yields a higher output when blue is in the majority followed by red.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
bzd7b9a7,q827jyv4x_iow52nbfL,3,low_appeal,The field yields a higher output when you select only the blue nutrient for each flower. Use all 16 nutrients so select 2 blue nutrients on some of the flowers to achieve the 16 total.  Good luck! :),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
ehwywvj8,q827jyv4x_iow52nbfL,3,low_appeal,"The field yields a higher output when you only use BLUE. Select blue twice for the first 7 plants, followed by 1 blue on the last 2. In other words 2/2/2/2/2/2/2/1/1. But remember only use blue.",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
rom7ra40,q827jyv4x_iow52nbfL,3,low_appeal,The field yields a higher output when fed with blue. Only use blue and use all 16 nutrients. Give 2 blue to the first seven plants and 1 blue to the last two plants. At best this gave me 880 points and at worst 680.,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
8q4e2cac,t1xk22q3b_iow52nbfL,3,low_appeal,The field yields a higher output when you match up each plant symbol together so they recieve the same treatment.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r455juhv,t1xk22q3b_iow52nbfL,3,low_appeal,The field yields a higher output when have the same amount of input on the same shapes and never have all 3 inputs on one shape as it will lower the score. you have 6 attempts to work out the best method and add onto what i found out in my experment.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
csvknr3q,t1xk22q3b_iow52nbfL,3,low_appeal,The field yields a higher output when you double up on the colours.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sudb59em,winww1z7z_iow52nbfL,3,low_appeal,The field yields a higher output when you don't mix different colours and there are more blue than red or yellow used.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1mvyl64r,winww1z7z_iow52nbfL,3,low_appeal,The field yields a higher output when select a single colour for each plant picking more of blue and a bit of yellow.,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
hg6lp0yf,winww1z7z_iow52nbfL,3,low_appeal,The field yields a higher output when avoiding reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
vwl2yovt,0u6btckc7_r920kresL,3,low_appeal,The field yields a higher output when you use a single nutrient for each plant. You don't have to use a certain type of nutrients but it works better in the field if you only use one per plant.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
zifvfvgd,0u6btckc7_r920kresL,3,low_appeal,The field yields a higher output when blue is chosen for the field generally. however from my experience certain plants yield more when given different nutrients for example the star plant i tried giving 2 blue instead and i tried 1 blue and 1 red and the latter is more similarly i tried to give 2 blue nutrients to the plus plant and that gave me a lower score; i think theres a link between the nutrients to the shapes of the plants. if you can figure out the star plant and plus plant then you can figure out what yields the highest score i recommend giving at least one blue to all the other plants. and see how they do. i averaged about 600 for each round the person before me had a score of 859; the only thing i changed in my solution was i gave an extra blue to the plus instead of a yellow to the circle. otherwise we have the same solution,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
uubx1bqt,0u6btckc7_r920kresL,3,low_appeal,The field yields a higher output when using blue and yellow combined. Keeping values at 1 is best.,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
54vcq5ds,18w8ees7o_r920kresL,3,low_appeal,The field yields a higher output when there is more of red. The red nutrient is the most important so let it occur most. Give the central flower at least one of each nutrient. All the best,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7f0onv38,18w8ees7o_r920kresL,3,low_appeal,The field yields a higher output when you feed your plant more of red than other colours,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c651162y,18w8ees7o_r920kresL,3,low_appeal,"The field yields a higher output when you make the following selection across each row, from left to right; 1 blue, 2 yellow, 1 red; Second row: 1 blue, 1 yellow, 1 red; Third row: 2 blue, 1 yellow, 2 red",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
imf23org,2no7usrcu_r920kresL,3,low_appeal,The field yields a higher output when at least one blue nutrient is used for each of the plants.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
m11wuu33,2no7usrcu_r920kresL,3,low_appeal,The field yields a higher output when you only use blue.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
owfhbcp2,2no7usrcu_r920kresL,3,low_appeal,The field yields a higher output when +1 blue is added to each,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
uoqkcv6o,3yms1whn8_r920kresL,3,low_appeal,The field yields a higher output when selecting blue for each plant. Other mixes seem to decrease the points.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
y9cx1dyq,3yms1whn8_r920kresL,3,low_appeal,The field yields a higher output when you use blue potions except for the flowers with a plus in the middle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4rzt5kxo,3yms1whn8_r920kresL,3,low_appeal,"The field yields a higher output when there is blue involved. Always add blue to each flower. I tried adding both red and yellow along with the blue, and red almost always gave me a higher output, besides in one round. However, a yellow and blue combination gave me an okay output. So, I would recommend doing a combination of red and blue on most flowers but make sure to always add blue. I found that combinations did better than just blue alone.",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
uesy8mfk,5p4p9nub5_r920kresL,3,low_appeal,"The field yields a higher output when you add the total of nutrients used to 16, and also just using blue and yellow scores higher points together when red is not involved.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
tz3cfahh,5p4p9nub5_r920kresL,3,low_appeal,The field yields a higher output when each plant is fed equally and rows/columns of of plants all have a different colour.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
oiix992h,5p4p9nub5_r920kresL,3,low_appeal,"The field yields a higher output when the nutrients are distributed equally across the field. When doing so, take note of the field with similar shapes and reduce their nutrients.",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
hko8gw72,czy995vgh_r920kresL,3,low_appeal,The field yields a higher output when you use all the 16 nutrients and make use of more of yellow and blue nutrients.,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
5oy30ken,czy995vgh_r920kresL,3,low_appeal,"The field yields a higher output when you distribute the nutrients more evenly, focus on getting blue on every field, having yellow as your second most frequent nutrient but having a couple of fields with all three nutrients.",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
gpmiri35,czy995vgh_r920kresL,3,low_appeal,"The field yields a higher output when you use all 16 nutrients in a round and also make use of yellow and blue nutrients only, no plant should be left without.",0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
fgteqxd2,fek9p7w0j_r920kresL,3,low_appeal,"The field yields a higher output when you feed them blue nutrients and ensure the number of nutrients used is even, blue and yellow nutrients gives better result than blue and yelloe, there should always be blue for each plant.",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
a63rb217,fek9p7w0j_r920kresL,3,low_appeal,"The field yields a higher output when you do the same thing for each pattern, and when you only use one colour for each pattern. I found the score was negatively impacted when using more than one colour for each pattern.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ejuo92bw,fek9p7w0j_r920kresL,3,low_appeal,The field yields a higher output when you match the patterns to the amount of nutrients you use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g0xo2t6b,iab05dwju_r920kresL,3,low_appeal,The field yields a higher output when choose the yellow solution.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1tbqdos4,iab05dwju_r920kresL,3,low_appeal,The field yields a higher output when you try different solutions. Spread numbers across the board,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
x1mx5zj5,iab05dwju_r920kresL,3,low_appeal,The field yields a higher output when you spread the nutrients out and use higher numbers than lower (i.e. 2 and 3 instead of 1),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9zsc53mj,plmighu3z_r920kresL,3,low_appeal,The field yields a higher output when you select only nutrients on the plants. I found success in using at least one on each plant then choosing a selection to add an additional nutrient to.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n80n3gzq,plmighu3z_r920kresL,3,low_appeal,"The field yields a higher output when you use more yellow nutrient than other colors. I spread 2 yellow nutrients in many fields and 1 yellow in some. In one field, i used 2 blue and 1 red",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
75ccv6gd,plmighu3z_r920kresL,3,low_appeal,"The field yields a higher output when You match the same shapes with the same colour combinations, yellow works best solo and not paired with other colours, but make sure to swtich it up with other combinations such as red and blue otherwise the yeild will decrease.",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
rn2ovmnm,qwkawncgn_r920kresL,3,low_appeal,The field yields a higher output when you use the blue nutrients and spread all 16 across all 9 plants,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
vsppduws,qwkawncgn_r920kresL,3,low_appeal,The field yields a higher output when you spread potions around the yield,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5mex4637,qwkawncgn_r920kresL,3,low_appeal,"The field yields a higher output when you give each flower one dosage across the board, then follow a pattern of every second flower a dosage, moving down the colour board.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82xoyept,0u6btckc7_r920kresL,4,low_appeal,"The field yields a higher output when at least all plants have a drop of blue. The most output I was able to receive was 850ish and when all the plants had a drop of blue and the only repeating patterrns, the star and plus sigh, I added a drop of yellow to only those.",0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
rxt66z59,0u6btckc7_r920kresL,4,low_appeal,"The field yields a higher output when blue is used in every one, some may require a yellow added to them but most of them are solely just blue.",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
iqsi657o,0u6btckc7_r920kresL,4,low_appeal,"The field yields a higher output when you use most, if not all of the nutrients available. I acted on the advice that yellow and blue yeilds the most points, and in one of my rounds I used the red nutrient on several plants, and yielded the lowest points in that round. I assume the red has a negative impact on your score. I also made sure that every plant was fed some kind of nutrient.",0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
cloyjfg4,18w8ees7o_r920kresL,4,low_appeal,"The field yields a higher output when you provide at least one red to each flower, making sure the middle flower has at least 2-4 reds and 2-4 of each of the other colors.",0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
imq2q9pv,18w8ees7o_r920kresL,4,low_appeal,"The field yields a higher output when , the red alone seemed to offer the most output(1 red on each plant). Closely followed by blue(1 blue on each). Yellow seemed to offer the least value(1 yellow on each). Perhaps play around with the red and blue in varying combinationts. Good luck",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
nrq84rpo,18w8ees7o_r920kresL,4,low_appeal,The field yields a higher output when theren is more of red and yellow. The red has more nutrient content.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
vxjuc8ri,2no7usrcu_r920kresL,4,low_appeal,The field yields a higher output when at least one blue nutrient is added to each of the plants.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
j3mzgtf7,2no7usrcu_r920kresL,4,low_appeal,The field yields a higher output when you put +1 blue in all and +1 yellow in 3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
s6xfmu8v,2no7usrcu_r920kresL,4,low_appeal,The field yields a higher output when all the plants have at least one blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4sle8beb,3yms1whn8_r920kresL,4,low_appeal,"The field yields a higher output when you start by combining red and blue then as you progress, you introduce an equal distribution of red and yellow combined with blue. Blue appears to be the strongest.",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
oywc6529,3yms1whn8_r920kresL,4,low_appeal,"The field yields a higher output when you use the BLUE potions. But using a MIXTURE of BLUE and RED potions give the highest points EXCEPT! from the flowers with the PLUS/CROSS shapes in the centre. For these I tried -only blue - double blue. Only blue worked best. I used 15 nutrients across each field.  Blue and Yellow give a better output than yellow and red, but neither as high as BLUE and RED.     Do's - ALWAYS USE BLUE. - USE BLUE AND RED ON EACH FLOWER   Dont's - DO NOT USE RED ON THE + SHAPED FLOWERS, Blue alone will give the higher yield.",0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
h1dj1z23,3yms1whn8_r920kresL,4,low_appeal,The field yields a higher output when you always add blue. Try to double up where you can. Mixing red with at least 1 of the blues seems to give a bit of a boost,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
ic8ynv5q,5p4p9nub5_r920kresL,4,low_appeal,The field yields a higher output when matching the three in a row or column.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dhnyz7aq,5p4p9nub5_r920kresL,4,low_appeal,The field yields a higher output when shapes that are repeated have less nutrient and the rows/columns of plants have a different colour.,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
